Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Year,Quarter,Month,Week,Day,Lag_1_Sales,Lag_7_Sales,Rolling_Mean_3,Rolling_Mean_10,Rolling_Std_3,Price_Change,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Method_In-store,Method_Online,Method_Outlet
0,1185732,2021-01-13,0,0,0,0,35.0,575,271250.0,108500.0,0.4,2021,1,1,2,13,93326.34878655881,93384.18259421195,93228.94018691589,93093.3656758448,81165.54475245757,0.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,1,35.0,575,201250.0,70437.5,0.35,2021,1,1,2,13,271250.0,93384.18259421195,93228.94018691589,93093.3656758448,81165.54475245757,0.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,2,25.000000000000007,575,143750.00000000003,57500.000000000015,0.4,2021,1,1,2,13,201250.0,93384.18259421195,93228.94018691589,93093.3656758448,81165.54475245757,-9.999999999999993,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,3,30.0,425,127500.0,51000.0,0.4,2021,1,1,2,13,143750.00000000003,93384.18259421195,205416.66666666666,93093.3656758448,63852.0425149684,4.999999999999993,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,4,45.0,475,213750.0,74812.5,0.35,2021,1,1,2,13,127500.0,93384.18259421195,157500.0,93093.3656758448,38750.00000000002,14.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,5,35.0,575,201250.0,100625.0,0.5,2021,1,1,2,13,213750.0,93384.18259421195,161666.66666666666,93093.3656758448,45831.4393548068,-10.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,0,32.0,194,6208.0,3228.1600000000003,0.52,2021,1,1,2,13,201250.0,93384.18259421195,180833.33333333334,93093.3656758448,46608.967306016675,-3.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,1,33.0,150,4950.0,2475.0,0.5,2021,1,1,2,13,6208.0,271250.0,140402.66666666666,93093.3656758448,116383.92896501362,1.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,2,24.0,167,4008.0,2164.32,0.54,2021,1,1,2,13,4950.0,201250.0,70802.66666666667,93093.3656758448,112972.45558689667,-9.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,3,29.0,123,3567.0,1854.84,0.52,2021,1,1,2,13,4008.0,143750.00000000003,5055.333333333333,93093.3656758448,1103.7759434517955,5.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,4,44.0,128,5632.0,2816.0,0.5,2021,1,1,2,13,3567.0,127500.0,4175.0,117748.3,706.4623132266994,14.0,0,0,0,1,0,1,0
0,1185732,2021-01-13,0,0,0,5,32.0,173,5536.0,3598.4,0.65,2021,1,1,2,13,5632.0,213750.0,4402.333333333333,91186.5,1087.5110727449812,-12.0,0,0,0,1,0,1,0
0,1185732,2021-01-14,1,1,1,0,45.0,525,236250.0,106312.5,0.45,2021,1,1,2,14,5536.0,201250.0,4911.666666666667,71615.1,1165.5043257504071,13.0,0,0,0,1,1,0,0
0,1185732,2021-01-14,1,1,1,1,45.0,325,146250.0,65812.5,0.45,2021,1,1,2,14,236250.0,6208.0,82472.66666666667,80865.1,133175.08584316116,0.0,0,0,0,1,1,0,0
0,1185732,2021-01-14,1,1,1,2,35.0,325,113750.0,39812.5,0.35,2021,1,1,2,14,146250.0,4950.0,129345.33333333333,82740.1,116282.2568809762,-10.0,0,0,0,1,1,0,0
0,1185732,2021-01-14,1,1,1,3,40.0,175,70000.0,24500.0,0.35,2021,1,1,2,14,113750.0,4008.0,165416.66666666666,72740.1,63459.304544986415,5.0,0,0,0,1,1,0,0
0,1185732,2021-01-14,1,1,1,4,55.00000000000001,225,123750.0,43312.5,0.35,2021,1,1,2,14,70000.0,3567.0,110000.0,59615.1,38263.06966253495,14.0,0,0,0,1,1,0,0
0,1185732,2021-01-14,1,1,1,5,45.0,325,146250.0,58499.99999999999,0.3999999999999999,2021,1,1,2,14,123750.0,5632.0,102500.0,71369.3,28586.491565073236,-10.000000000000007,0,0,0,1,1,0,0
0,1185732,2021-01-14,1,1,1,0,44.0,152,6688.0,3678.4,0.55,2021,1,1,2,14,146250.0,5536.0,113333.33333333333,85499.3,39177.74665972171,-1.0,0,0,0,1,0,1,0
0,1185732,2021-01-14,1,1,1,1,42.0,94,3948.0,2368.8,0.6,2021,1,1,2,14,6688.0,236250.0,92229.33333333333,85767.3,74930.31616998113,-2.0,0,0,0,1,0,1,0
0,1185732,2021-01-14,1,1,1,2,32.0,91,2912.0,1310.4,0.4499999999999999,2021,1,1,2,14,3948.0,146250.0,52295.333333333336,85805.4,81378.66084750557,-10.0,0,0,0,1,0,1,0
0,1185732,2021-01-14,1,1,1,3,39.0,44,1716.0,840.84,0.49,2021,1,1,2,14,2912.0,113750.0,4516.0,85533.4,1951.0284467438803,7.0,0,0,0,1,0,1,0
0,1185732,2021-01-14,1,1,1,4,52.0,68,3536.0,1661.9199999999998,0.47,2021,1,1,2,14,1716.0,70000.0,2858.6666666666665,85151.4,1116.9553855625663,13.0,0,0,0,1,0,1,0
0,1185732,2021-01-14,1,1,1,5,44.0,98,4312.0,2199.12,0.51,2021,1,1,2,14,3536.0,123750.0,2721.3333333333335,61880.0,924.8596289909218,-8.0,0,0,0,1,0,1,0
0,1185732,2021-01-14,1,1,1,0,35.0,179,6265.0,3257.8,0.52,2021,1,1,2,14,4312.0,146250.0,3188.0,47686.2,1332.52842371331,-9.0,0,0,0,1,0,0,1
0,1185732,2021-01-14,1,1,1,1,36.0,107,3852.0,1887.48,0.49,2021,1,1,2,14,6265.0,6688.0,4704.333333333333,36937.7,1406.1665382653537,1.0,0,0,0,1,0,0,1
0,1185732,2021-01-14,1,1,1,2,27.0,101,2727.0,1090.8,0.3999999999999999,2021,1,1,2,14,3852.0,3948.0,4809.666666666667,30322.9,1281.1699080672965,-9.0,0,0,0,1,0,0,1
0,1185732,2021-01-14,1,1,1,3,29.0,53,1537.0,599.43,0.3899999999999999,2021,1,1,2,14,2727.0,2912.0,4281.333333333333,18220.6,1807.6521604936001,2.0,0,0,0,1,0,0,1
0,1185732,2021-01-14,1,1,1,4,37.0,70,2590.0,1061.9,0.41,2021,1,1,2,14,1537.0,1716.0,2705.3333333333335,3749.3,1157.6520778443003,8.0,0,0,0,1,0,0,1
0,1185732,2021-01-14,1,1,1,5,34.0,104,3536.0,1520.4799999999998,0.4299999999999999,2021,1,1,2,14,2590.0,3536.0,2284.6666666666665,3339.5,651.111613578838,-3.0,0,0,0,1,0,0,1
0,1185732,2021-01-21,1,2,2,0,50.0,525,262500.0,105000.0,0.4,2021,1,1,3,21,3536.0,4312.0,2554.3333333333335,3298.3,999.9771664079287,14.0,0,0,0,1,1,0,0
0,1185732,2021-01-21,1,2,2,1,50.0,325,162500.0,65000.0,0.4,2021,1,1,3,21,262500.0,6265.0,89542.0,29257.1,149786.7686145876,0.0,0,0,0,1,1,0,0
0,1185732,2021-01-21,1,2,2,2,40.0,325,130000.0,39000.0,0.3,2021,1,1,3,21,162500.0,3852.0,142845.33333333334,45335.5,130596.00976038026,-10.0,0,0,0,1,1,0,0
0,1185732,2021-01-21,1,2,2,3,44.99999999999999,175,78749.99999999999,23625.0,0.3,2021,1,1,3,21,130000.0,2727.0,185000.0,57981.9,69056.13658466567,4.999999999999993,0,0,0,1,1,0,0
0,1185732,2021-01-21,1,2,2,4,60.00000000000001,225,135000.00000000003,40500.00000000001,0.3,2021,1,1,3,21,78749.99999999999,1537.0,123750.0,65425.7,42223.36438513635,14.0,0,0,0,1,1,0,0
0,1185732,2021-01-21,1,2,2,5,50.0,325,162500.0,56875.0,0.35,2021,1,1,3,21,135000.00000000003,2590.0,114583.33333333333,78299.2,31133.114738704426,-10.000000000000007,0,0,0,1,1,0,0
0,1185732,2021-01-21,1,2,2,0,49.0,131,6419.0,3530.4500000000003,0.55,2021,1,1,3,21,162500.0,3536.0,125416.66666666667,94164.0,42689.52838031048,-1.0,0,0,0,1,0,1,0
0,1185732,2021-01-21,1,2,2,1,45.0,91,4095.0,2170.35,0.53,2021,1,1,3,21,6419.0,262500.0,101306.33333333333,94533.2,83317.26723995052,-4.0,0,0,0,1,0,1,0
0,1185732,2021-01-21,1,2,2,2,38.0,81,3078.0,1385.1,0.4499999999999999,2021,1,1,3,21,4095.0,162500.0,57671.333333333336,94789.0,90791.72462473292,-7.0,0,0,0,1,0,1,0
0,1185732,2021-01-21,1,2,2,3,43.0,46,1978.0,791.2,0.4,2021,1,1,3,21,3078.0,130000.0,4530.666666666667,94837.8,1712.578270717099,5.0,0,0,0,1,0,1,0
0,1185732,2021-01-21,1,2,2,4,59.0,56,3304.0,1453.76,0.44,2021,1,1,3,21,1978.0,78749.99999999999,3050.3333333333335,94682.0,1058.7711430391112,14.0,0,0,0,1,0,1,0
0,1185732,2021-01-21,1,2,2,5,49.0,88,4312.0,1940.4,0.4499999999999999,2021,1,1,3,21,3304.0,135000.00000000003,2786.6666666666665,68762.4,709.3837701359836,-10.0,0,0,0,1,0,1,0
0,1185732,2021-01-21,1,2,2,0,34.0,173,5882.0,2529.26,0.43,2021,1,1,3,21,4312.0,162500.0,3198.0,52943.6,1170.6049717983497,-15.0,0,0,0,1,0,0,1
0,1185732,2021-01-21,1,2,2,1,39.0,111,4329.0,1861.4700000000005,0.43,2021,1,1,3,21,5882.0,6419.0,4499.333333333333,40531.8,1299.169478294641,5.0,0,0,0,1,0,0,1
0,1185732,2021-01-21,1,2,2,2,28.0,101,2828.0,1018.08,0.36,2021,1,1,3,21,4329.0,4095.0,4841.0,33089.7,901.5725151084868,-11.0,0,0,0,1,0,0,1
0,1185732,2021-01-21,1,2,2,3,36.0,60,2160.0,691.2,0.32,2021,1,1,3,21,2828.0,3078.0,4346.333333333333,19872.5,1527.0737812340199,8.0,0,0,0,1,0,0,1
0,1185732,2021-01-21,1,2,2,4,43.0,74,3182.0,1050.06,0.3299999999999999,2021,1,1,3,21,2160.0,1978.0,3105.6666666666665,3838.5,1110.839472350684,7.0,0,0,0,1,0,0,1
0,1185732,2021-01-21,1,2,2,5,35.0,101,3535.0,1413.9999999999998,0.3999999999999999,2021,1,1,3,21,3182.0,3304.0,2723.3333333333335,3514.8,518.9771992412956,-8.0,0,0,0,1,0,0,1
0,1185732,2021-01-22,2,3,3,0,40.0,500,200000.0,80000.0,0.4,2021,1,1,3,22,3535.0,4312.0,2959.0,3458.8,714.1099355134403,5.0,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,1,40.0,300,120000.0,42000.0,0.35,2021,1,1,3,22,200000.0,5882.0,68905.66666666667,23151.0,113531.1601558503,0.0,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,2,30.000000000000004,300,90000.00000000001,36000.00000000001,0.4,2021,1,1,3,22,120000.0,4329.0,107845.0,34953.2,98794.8990333003,-9.999999999999996,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,3,35.0,150,52500.0,21000.0,0.4,2021,1,1,3,22,90000.00000000001,2828.0,136666.66666666666,43622.8,56862.407030773276,4.9999999999999964,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,4,49.99999999999999,200,100000.0,34999.99999999999,0.35,2021,1,1,3,22,52500.0,2160.0,87500.0,48441.6,33819.3731461717,14.0,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,5,40.0,300,120000.0,48000.0,0.4,2021,1,1,3,22,100000.0,3182.0,80833.33333333333,57853.4,25041.632002194518,-9.999999999999993,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,0,37.0,135,4995.0,2697.3,0.54,2021,1,1,3,22,120000.0,3535.0,90833.33333333333,69420.5,34671.07343785786,-3.0,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,1,38.0,78,2964.0,1393.08,0.47,2021,1,1,3,22,4995.0,200000.0,74998.33333333333,69637.2,61443.876898624585,1.0,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,2,28.0,75,2100.0,1092.0,0.52,2021,1,1,3,22,2964.0,120000.0,42653.0,69717.6,66992.16407162853,-10.0,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,3,34.0,42,1428.0,714.0,0.5,2021,1,1,3,22,2100.0,90000.00000000001,3353.0,69609.4,1486.1853854735634,6.0,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,4,46.0,52,2392.0,1124.24,0.47,2021,1,1,3,22,1428.0,52500.0,2164.0,69398.7,769.9974025898741,12.0,0,0,0,1,0,1,0
0,1185732,2021-01-22,2,3,3,5,37.0,81,2997.0,1618.38,0.54,2021,1,1,3,22,2392.0,100000.0,1973.3333333333333,49637.9,494.3251291695353,-9.0,0,0,0,1,0,1,0
0,1185732,2021-01-24,3,4,4,5,55.00000000000001,300,165000.00000000003,49500.00000000001,0.3,2021,1,1,3,24,2997.0,120000.0,2272.3333333333335,37937.6,791.3155712662874,14.0,0,0,0,1,0,0,1
0,1185732,2021-01-24,3,4,4,5,52.0,84,4368.0,1790.88,0.41,2021,1,1,3,24,165000.00000000003,4995.0,56796.33333333334,45437.600000000006,93707.61237131877,-3.000000000000007,0,0,0,1,0,1,0
0,1185732,2021-02-11,0,0,0,0,35.0,575,288750.0,108500.0,0.4,2021,1,2,6,11,4368.0,2964.0,57455.00000000001,40624.40000000001,93139.22470688705,-17.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,0,0,0,1,35.0,475,166250.0,58187.49999999999,0.35,2021,1,2,6,11,288750.0,2100.0,152706.0,59499.4,142589.0504491842,0.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,0,0,0,2,25.000000000000007,525,131250.00000000003,52500.000000000015,0.4,2021,1,2,6,11,166250.0,1428.0,153122.66666666666,64124.4,142644.75329059016,-9.999999999999993,0,0,0,1,0,1,0
0,1185732,2021-02-11,2,3,3,3,30.0,375,112500.0,45000.0,0.4,2021,1,2,6,11,131250.00000000003,2392.0,195416.66666666666,76749.90000000001,82701.77345942064,4.999999999999993,0,0,0,1,0,1,0
0,1185732,2021-02-11,2,3,3,4,45.0,450,202500.0,70875.0,0.35,2021,1,2,6,11,112500.0,2997.0,136666.66666666666,87703.50000000001,27281.327558118133,14.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,2,3,3,5,30.0,550,165000.0,82500.0,0.5,2021,1,2,6,11,202500.0,165000.00000000003,148750.0,107743.5,47483.549783056464,-15.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,0,0,0,0,32.0,231,7392.0,3696.0,0.5,2021,1,2,6,11,165000.0,4368.0,160000.0,124100.7,45207.85330006282,2.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,0,0,0,1,33.0,143,4719.0,2359.5,0.5,2021,1,2,6,11,7392.0,288750.0,124964.0,124600.7,103532.33257296971,1.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,0,0,0,2,23.0,158,3634.0,1817.0,0.5,2021,1,2,6,11,4719.0,166250.0,59037.0,124772.9,91776.38181471314,-10.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,2,3,3,3,29.0,101,2929.0,1464.5,0.5,2021,1,2,6,11,3634.0,131250.00000000003,5248.333333333333,108636.3,1934.1112515438874,6.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,2,3,3,4,41.0,122,5002.0,2300.92,0.4599999999999999,2021,1,2,6,11,2929.0,112500.0,3760.6666666666665,108492.4,901.6974732962223,12.0,0,0,0,1,0,1,0
0,1185732,2021-02-11,2,3,3,5,29.0,143,4147.0,2529.67,0.61,2021,1,2,6,11,5002.0,202500.0,3855.0,80117.6,1054.0222957866924,-12.0,0,0,0,1,0,1,0
